ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
7290013068699,שמן זית אליעד,שמן זית אליעד,"ש.זית כתית מעולה - עשיר ןיחודי 750 מ""ל",ברקודים חדשים,
7290013068705,שמן זית אליעד,שמן זית אליעד,"ש.זית כתית מעולה - מודגש קטיפתי 750 מ""ל",ברקודים חדשים,
7290013083661,אסם,אסם,מטרנה אקסטרה קר שלב 1 חסכון 12*700ג-חדש,ברקודים חדשים,
7290013083678,אסם,אסם,מטרנה אקסטרה קר שלב 2 חסכון 12*700גרם,ברקודים חדשים,
7290013083685,אסם,אסם,מטרנה אקסטרה קר שלב 3 חסכון 12*700גרם,ברקודים חדשים,
7290013144140,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת סופגניות 600 גרם,ברקודים חדשים,
7290013144157,א.ל יצור תבלינים - תבליני מימון,מימונס,סחלב 130 גרם,ברקודים חדשים,
7290013144164,א.ל יצור תבלינים - תבליני מימון,מימונס,סחלב 400 גרם,ברקודים חדשים,
7290013144171,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת עוגת שוקולד פרווה 560 גרם-,ברקודים חדשים,
7290013144188,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת בראוניס 600 גרם,ברקודים חדשים,
7290013144195,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת כדורי שוקולד 500 גרם,ברקודים חדשים,
7290013144201,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת פנקייק 400 גרם,ברקודים חדשים,
7290013144218,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,תערובת עוגת וניל 560 גרם,ברקודים חדשים,
7290013144225,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת עוגת שיש 560 גרם,ברקודים חדשים,
7290013144232,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,פודינג וניל 80 גרם,ברקודים חדשים,
7290013144249,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג שוקולד 95 גרם,ברקודים חדשים,
7290013144263,א.ל יצור תבלינים - תבליני מימון,מימונס,מלבי 112גרם,ברקודים חדשים,
7290013144270,א.ל יצור תבלינים - תבליני מימון,מימונס,קרם  פטיסייר 100 גרם,ברקודים חדשים,
7290013144287,א.ל יצור תבלינים - תבליני מימון,מימונס,ג'לי תות 85 גרם,ברקודים חדשים,
7290013144393,א.ל יצור תבלינים - תבליני מימון,מימונס,תמצית וניל 50 גרם,ברקודים חדשים,
7290013144409,א.ל יצור תבלינים - תבליני מימון,מימונס,תמצית בטעם רום 50 גרם,ברקודים חדשים,
7290013144416,א.ל יצור תבלינים - תבליני מימון,מימונס,תמצית שקדים 50 גרם,ברקודים חדשים,
7290013144447,א.ל יצור תבלינים - תבליני מימון,מימונס,תמצית בטעם תפוז,ברקודים חדשים,
7290013144508,א.ל יצור תבלינים - תבליני מימון,מימונס,תמצית בטעם ורדים,ברקודים חדשים,
7290013144515,א.ל יצור תבלינים - תבליני מימון,מימונס,צבע מאכל צהוב 50 גרם,ברקודים חדשים,
7290013144522,א.ל יצור תבלינים - תבליני מימון,מימונס,צבע מאכל ירוק 50 גרם,ברקודים חדשים,
7290013144539,א.ל יצור תבלינים - תבליני מימון,מימונס,צבע מאכל אדום 50 גרם,ברקודים חדשים,
7290013144560,א.ל יצור תבלינים - תבליני מימון,מימונס,צבע מאכל כחול 50 גרם,ברקודים חדשים,
7290013144966,א.ל יצור תבלינים - תבליני מימון,מימונס,"פודינג בטעם וניל צרפתי 1 ק""ג צנצנת",ברקודים חדשים,
7290013145017,א.ל יצור תבלינים - תבליני מימון,מימונס,אגוז מלך קלוף 100 גרם,ברקודים חדשים,
7290013145024,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,אגוז מלך טחון 100 גרם,ברקודים חדשים,
7290013145031,א.ל יצור תבלינים - תבליני מימון,מימונס,ברס- אגוזי לוז מסוכרים 100 גרם,ברקודים חדשים,
7290013145048,א.ל יצור תבלינים - תבליני מימון,מימונס,צנוברים 100 גרם,ברקודים חדשים,
7290013145055,א.ל יצור תבלינים - תבליני מימון,מימונס,פרג שלם 100 גרם,ברקודים חדשים,
7290013145079,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד טבעי גרוס 100 גרם,ברקודים חדשים,
7290013145093,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד מולבן גרוס 100 גרם,ברקודים חדשים,
7290013145109,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד מולבן טחון 100 גרם,ברקודים חדשים,
7290013145116,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד מולבן מקלות 100 גרם,ברקודים חדשים,
7290013145123,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד מולבן פרוס 100 גרם,ברקודים חדשים,
7290013145130,א.ל יצור תבלינים - תבליני מימון,מימונס,שקד מולבן חצוי 100 גרם,ברקודים חדשים,
7290013145161,א.ל יצור תבלינים - תבליני מימון,מימונס,פקאן מסוכר 100 גרם,ברקודים חדשים,
7290013145178,א.ל יצור תבלינים - תבליני מימון,מימונס,קוקוס טחון לבן 100 גרם,ברקודים חדשים,
7290013145192,א.ל יצור תבלינים - תבליני מימון,מימונס,שומשום 100 גרם,ברקודים חדשים,
7290013145215,א.ל יצור תבלינים - תבליני מימון,מימונס,שומשום 400 גרם,ברקודים חדשים,
7290013145246,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,גרעין חמנייה קלוף 100 גרם,ברקודים חדשים,
7290013145451,א.ל יצור תבלינים - תבליני מימון,מימונס,"קקאו דל שומן  10-12% , 150 גרם",ברקודים חדשים,
7290013145468,א.ל יצור תבלינים - תבליני מימון,מימונס,"קקאו דל שומן 10-12%, 500 גרם",ברקודים חדשים,
7290013145529,א.ל יצור תבלינים - תבליני מימון,מימונס,סוכריות צבעוניות לקישוט 90 גרם,ברקודים חדשים,
7290013145536,א.ל יצור תבלינים - תבליני מימון,מימונס,סוכריות בטעם שוקולד לקישוט,ברקודים חדשים,
7290013145567,א.ל יצור תבלינים - תבליני מימון,מימונס,מיני מיני עדשים 90 גרם,ברקודים חדשים,
7290013145574,א.ל יצור תבלינים - תבליני מימון,מימונס,ערכה לקישוט (מזרה עיגולים) 100 גרם,ברקודים חדשים,
7290013145598,א.ל יצור תבלינים - תבליני מימון,מימונס,טיפות לקישוט,ברקודים חדשים,
7290013145628,א.ל יצור תבלינים - תבליני מימון,מימונס,סוכריות צבעוניות לקישוט 200 גרם,ברקודים חדשים,
7290013145635,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג וניל מאגדת ,ברקודים חדשים,
7290013145659,א.ל יצור תבלינים - תבליני מימון,מימונס,ג'לי בטעם לימון 85 גרם,ברקודים חדשים,
7290013145673,א.ל יצור תבלינים - תבליני מימון,מימונס,"קמח שמרים מימונס 1 ק""ג- חצי מזמן התפיחה",ברקודים חדשים,
7290013145680,א.ל יצור תבלינים - תבליני מימון,מימונס,קמח שמרים לפיצה ופוקאצ'ה,ברקודים חדשים,
7290013145710,א.ל יצור תבלינים - תבליני מימון,מימונס,דובדבנים מסוכרים,ברקודים חדשים,
7290013145727,א.ל יצור תבלינים - תבליני מימון,מימונס,קליפות הדרים מסוכרים,ברקודים חדשים,
7290013145734,א.ל יצור תבלינים - תבליני מימון,מימונס,בצק סוכר לבן משובח,ברקודים חדשים,
7290013145826,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג בטעם וניל לבן במיוחד 80 גרם-,ברקודים חדשים,
7290013145833,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג שוקולד בלגי 95 גרם,ברקודים חדשים,
7290013145864,א.ל יצור תבלינים - תבליני מימון,מימונס,"ג'לטין טהור אבקה בד""צ-28גרם",ברקודים חדשים,
7290013145871,א.ל יצור תבלינים - תבליני מימון,מימונס,שמרים יבשים סטיק 11 גרם 5 יח',ברקודים חדשים,
7290013145901,א.ל יצור תבלינים - תבליני מימון,מימונס,סודה לשתיה,ברקודים חדשים,
7290013145918,א.ל יצור תבלינים - תבליני מימון,מימונס,אבקת סוכר,ברקודים חדשים,
7290013145949,א.ל יצור תבלינים - תבליני מימון,מימונס,אבקת סוכר פטנט 250גרם,ברקודים חדשים,
7290013145970,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,קורנפלור בשקית 200 גרם,ברקודים חדשים,
7290013146120,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת לכדורי שוקולד 1 קג,ברקודים חדשים,
7290013146281,א.ל יצור תבלינים - תבליני מימון,מימונס,"כשל""פ- תערובת לעוגה בטעם שוקולד 560גרם",ברקודים חדשים,
7290013146304,א.ל יצור תבלינים - תבליני מימון,מימונס,קורנפלור 500 גרם,ברקודים חדשים,
7290013146854,א.ל יצור תבלינים - תבליני מימון,מימונס,קוקוס לבן טחון 400גרם,ברקודים חדשים,
7290013170934,אסם,אסם,ויטמינצ'יק מהד.קיץ אבטיח מלן12*1ליטר-חדש,ברקודים חדשים,
7290013189097,המברשת רוחמה,המברשת רוחמה,מטאטא שחור אדום גוף פלסטיק,ברקודים חדשים,
7290013189103,המברשת רוחמה,המברשת רוחמה,מטאטא מירלה גוף פלסטיק,ברקודים חדשים,
7290013189103,המברשת רוחמה,המברשת רוחמה,מטאטא מירלה גוף פלסטיק,ברקודים חדשים,
7290013189110,המברשת רוחמה,המברשת רוחמה,מטאטא 232 גוף עץ בוק,ברקודים חדשים,
7290013189127,המברשת רוחמה,המברשת רוחמה,מטאטא 028/7 גוף עץ בוק,ברקודים חדשים,
7290013189134,המברשת רוחמה,המברשת רוחמה,מטאטא שיער סוס 28/7 גוף עץ,ברקודים חדשים,
7290013189172,המברשת רוחמה,המברשת רוחמה,סט שירותים מעוצב,ברקודים חדשים,
7290013189189,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר צהוב,ברקודים חדשים,
7290013189219,המברשת רוחמה,המברשת רוחמה,מטאטא טופ גוף עץ,ברקודים חדשים,
7290013189226,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש פלסטיק 40 ס""מ",ברקודים חדשים,
7290013189233,המברשת רוחמה,המברשת רוחמה,"מטאטא אולמות פלסטיק 40 ס""מ ",ברקודים חדשים,
7290013189271,המברשת רוחמה,המברשת רוחמה,יעה נצמד ללא גומי - המברשת      ,ברקודים חדשים,
7290013189288,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 40 ס""מ",ברקודים חדשים,
7290013189288,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 40 ס""מ",ברקודים חדשים,
7290013189295,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק דיסקברי 40 ס""מ",ברקודים חדשים,
7290013189301,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 50 ס""מ",ברקודים חדשים,
7290013189301,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 50 ס""מ",ברקודים חדשים,
7290013189318,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 60 ס""מ",ברקודים חדשים,
7290013189677,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש עץ 30 ס""מ",ברקודים חדשים,
7290013189738,המברשת רוחמה,המברשת רוחמה,מגירון אפור 3 קומות המברשת,ברקודים חדשים,
7290013189745,המברשת רוחמה,המברשת רוחמה,מגירון אפור 4 קומות המברשת,ברקודים חדשים,
7290013189752,המברשת רוחמה,המברשת רוחמה,מגירון אפור 5 קומות המברשת,ברקודים חדשים,
7290013250018,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,תחליב ניקוי קלנדולה לניקוי והסרת איפור,ברקודים חדשים,מסמן
